Runs,SampleDescription,Initial_desc,Run,LIBRARY_CONSTRUCTION_PROTOCOL,STUDY_ABSTRACT,DESIGN_DESCRIPTION,READ_RUN_INFO,Pubmed ID,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,CenterName,Submission,RunHash,ReadHash,name_TaxID,Pubmed_ID_pull,PMC,PMC_address
SRR2984436,Microbe sample from Aspergillus fumigatus DschA_1h_I,Aspergillus Fumigatus DeltaSchA grown on Sorbitol for 1h - First Biological Replicate,SRR2984436,,"The serine-threonine kinase TOR, the Target of Rapamycin, is an important regulator of nutrient, energy, and stress signaling in eukaryotes. Sch9, a Ser/Thr kinase of AGC family (the cAMP-dependent PKA, cGMP- dependent protein kinase G and phospholipid-dependent protein kinase C family), is a substrate of TOR. Here, we characterized the Aspergillus fumigatus Sch9 homologue (SchA). The ?schA null mutant was sensitive to rapamycin, high concentrations of calcium, hyperosmotic stress, and was involved in iron metabolism. Transcriptomics and proteomics identified direct and indirect targets of SchA post exposure to hyperosmotic stress. The ?schA null mutant showed increased phosphorylation of SakA, the A. fumigatus Hog1 homologue. SchA::GFP localized in the mitochondria during non-stressing conditions, and upon osmotic or iron stresses it remained in the mitochondria, but these treatments induce a fission process in the mitochondrial morphology. Finally, ?schA was avirulent in a low dose murine infection model. Our results suggest a complex net of interactions among the SakA and TOR pathways occur via SchA.","A. fumigatus conidia (1x106 sp/mL) were inoculated into liquid YPD (1% yeast extract, 1% polypeptone, and 1% glucose) and cultured for 16 h prior to addition of 1/2 vol. 3 M sorbitol (Final concentration: 1 M). Mycelia were harvested, frozen in liquid nitrogen. For total RNA isolation, mycelia were ground in liquid nitrogen. Total RNA was extracted using Trizol (Invitrogen), treated with RNase-free DNase I (Fermentas) and purified using a RNAeasy Kit (Qiagen) according to manufacturer's instructions. The RNA from each treatment was quantified using a NanoDrop and Qubit fluorometer, and analyzed using an Agilent 2100 Bioanalyzer system to assess the integrity of the RNA. RNA Integrity Number (RIN) was calculated; RNA sample had a RIN = 9.0 - 9.5.  Illumina TruSeq Stranded mRNA Sample Preparation kit was used. Briefly, polyA containing mRNA molecules were selected using polyT oligo-attached magnetic beads. Fragmentation and library preparation was done using divalent cations and thermal fragmentation. First strand cDNA synthesis was performed using reverse transcriptase (Superscript II) and random primers. This was followed by second strand cDNA synthesis using DNA Polymerase I and RNase H and dUTP in place of dTTP. AMPure XP beads were used to separate the dscDNA from the second strand. At the end of this process, we had blunt-ended cDNA to which a single ‘A’ nucleotide was added at the 3’ end to prevent them from ligating to one another during the adapter ligation reaction. A corresponding single ‘T’ nucleotide on the 3’ end of the adapter provided a complementary overhang for ligating the adapter to the fragment. The products were then purified and enriched using a PCR to selectively enrich those DNA fragments that have adapter molecules on both ends and to amplify the amount of DNA in the library. The PCR was performed with a PCR Primer Cocktail from the Illumina kit that anneals to the ends of the adapters.","SPOT_LENGTH: 200, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  101 ",,2017-04-05 15:45:48,2015-12-10 06:09:49,11196443,2261681486,11196443,202,1271,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2984436/SRR2984436,SRX1473338,Sample_DschA_1h_sorbitol_I,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP067205,PRJNA305564,305564,SRS1199273,SAMN04328846,451804,Aspergillus fumigatus A1163,DschA_1h_I,LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI,SRA315994,B18E27201BA93B8643749CF4AAF8BF0B,03F7A5EE718CE206ED30932E3DC67DE2,451804 Aspergillus fumigatus A1163,https://pubmed.ncbi.nlm.nih.gov/nan,['PMC5207228'],https://www.ncbi.nlm.nih.gov/pmc/PMC5207228
SRR2984435,Microbe sample from Aspergillus fumigatus DschA_0_III,Aspergillus Fumigatus DeltaSchA grown on Sorbitol1 for 0h - Third Biological Replicate,SRR2984435,,"The serine-threonine kinase TOR, the Target of Rapamycin, is an important regulator of nutrient, energy, and stress signaling in eukaryotes. Sch9, a Ser/Thr kinase of AGC family (the cAMP-dependent PKA, cGMP- dependent protein kinase G and phospholipid-dependent protein kinase C family), is a substrate of TOR. Here, we characterized the Aspergillus fumigatus Sch9 homologue (SchA). The ?schA null mutant was sensitive to rapamycin, high concentrations of calcium, hyperosmotic stress, and was involved in iron metabolism. Transcriptomics and proteomics identified direct and indirect targets of SchA post exposure to hyperosmotic stress. The ?schA null mutant showed increased phosphorylation of SakA, the A. fumigatus Hog1 homologue. SchA::GFP localized in the mitochondria during non-stressing conditions, and upon osmotic or iron stresses it remained in the mitochondria, but these treatments induce a fission process in the mitochondrial morphology. Finally, ?schA was avirulent in a low dose murine infection model. Our results suggest a complex net of interactions among the SakA and TOR pathways occur via SchA.","A. fumigatus conidia (1x106 sp/mL) were inoculated into liquid YPD (1% yeast extract, 1% polypeptone, and 1% glucose) and cultured for 16 h prior to addition of 1/2 vol. 3 M sorbitol (Final concentration: 1 M). Mycelia were harvested, frozen in liquid nitrogen. For total RNA isolation, mycelia were ground in liquid nitrogen. Total RNA was extracted using Trizol (Invitrogen), treated with RNase-free DNase I (Fermentas) and purified using a RNAeasy Kit (Qiagen) according to manufacturer's instructions. The RNA from each treatment was quantified using a NanoDrop and Qubit fluorometer, and analyzed using an Agilent 2100 Bioanalyzer system to assess the integrity of the RNA. RNA Integrity Number (RIN) was calculated; RNA sample had a RIN = 9.0 - 9.5.  Illumina TruSeq Stranded mRNA Sample Preparation kit was used. Briefly, polyA containing mRNA molecules were selected using polyT oligo-attached magnetic beads. Fragmentation and library preparation was done using divalent cations and thermal fragmentation. First strand cDNA synthesis was performed using reverse transcriptase (Superscript II) and random primers. This was followed by second strand cDNA synthesis using DNA Polymerase I and RNase H and dUTP in place of dTTP. AMPure XP beads were used to separate the dscDNA from the second strand. At the end of this process, we had blunt-ended cDNA to which a single ‘A’ nucleotide was added at the 3’ end to prevent them from ligating to one another during the adapter ligation reaction. A corresponding single ‘T’ nucleotide on the 3’ end of the adapter provided a complementary overhang for ligating the adapter to the fragment. The products were then purified and enriched using a PCR to selectively enrich those DNA fragments that have adapter molecules on both ends and to amplify the amount of DNA in the library. The PCR was performed with a PCR Primer Cocktail from the Illumina kit that anneals to the ends of the adapters.","SPOT_LENGTH: 200, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  101 ",,2017-04-05 15:45:41,2015-12-10 06:07:46,17223751,3479197702,17223751,202,2002,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2984435/SRR2984435,SRX1473337,Sample_DschA_0_sorbitol_III,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP067205,PRJNA305564,305564,SRS1199272,SAMN04328842,451804,Aspergillus fumigatus A1163,DschA_0_III,LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI,SRA315994,11E54AEE5650707B7946BC2E96150F96,0B2C748DCCAD8B46C44F51877BFCE978,451804 Aspergillus fumigatus A1163,https://pubmed.ncbi.nlm.nih.gov/nan,['PMC5207228'],https://www.ncbi.nlm.nih.gov/pmc/PMC5207228
SRR2984434,Microbe sample from Aspergillus fumigatus DschA_0_II,Aspergillus Fumigatus DeltaSchA grown on Sorbitol1 for 0h - Second Biological Replicate,SRR2984434,,"The serine-threonine kinase TOR, the Target of Rapamycin, is an important regulator of nutrient, energy, and stress signaling in eukaryotes. Sch9, a Ser/Thr kinase of AGC family (the cAMP-dependent PKA, cGMP- dependent protein kinase G and phospholipid-dependent protein kinase C family), is a substrate of TOR. Here, we characterized the Aspergillus fumigatus Sch9 homologue (SchA). The ?schA null mutant was sensitive to rapamycin, high concentrations of calcium, hyperosmotic stress, and was involved in iron metabolism. Transcriptomics and proteomics identified direct and indirect targets of SchA post exposure to hyperosmotic stress. The ?schA null mutant showed increased phosphorylation of SakA, the A. fumigatus Hog1 homologue. SchA::GFP localized in the mitochondria during non-stressing conditions, and upon osmotic or iron stresses it remained in the mitochondria, but these treatments induce a fission process in the mitochondrial morphology. Finally, ?schA was avirulent in a low dose murine infection model. Our results suggest a complex net of interactions among the SakA and TOR pathways occur via SchA.","A. fumigatus conidia (1x106 sp/mL) were inoculated into liquid YPD (1% yeast extract, 1% polypeptone, and 1% glucose) and cultured for 16 h prior to addition of 1/2 vol. 3 M sorbitol (Final concentration: 1 M). Mycelia were harvested, frozen in liquid nitrogen. For total RNA isolation, mycelia were ground in liquid nitrogen. Total RNA was extracted using Trizol (Invitrogen), treated with RNase-free DNase I (Fermentas) and purified using a RNAeasy Kit (Qiagen) according to manufacturer's instructions. The RNA from each treatment was quantified using a NanoDrop and Qubit fluorometer, and analyzed using an Agilent 2100 Bioanalyzer system to assess the integrity of the RNA. RNA Integrity Number (RIN) was calculated; RNA sample had a RIN = 9.0 - 9.5.  Illumina TruSeq Stranded mRNA Sample Preparation kit was used. Briefly, polyA containing mRNA molecules were selected using polyT oligo-attached magnetic beads. Fragmentation and library preparation was done using divalent cations and thermal fragmentation. First strand cDNA synthesis was performed using reverse transcriptase (Superscript II) and random primers. This was followed by second strand cDNA synthesis using DNA Polymerase I and RNase H and dUTP in place of dTTP. AMPure XP beads were used to separate the dscDNA from the second strand. At the end of this process, we had blunt-ended cDNA to which a single ‘A’ nucleotide was added at the 3’ end to prevent them from ligating to one another during the adapter ligation reaction. A corresponding single ‘T’ nucleotide on the 3’ end of the adapter provided a complementary overhang for ligating the adapter to the fragment. The products were then purified and enriched using a PCR to selectively enrich those DNA fragments that have adapter molecules on both ends and to amplify the amount of DNA in the library. The PCR was performed with a PCR Primer Cocktail from the Illumina kit that anneals to the ends of the adapters.","SPOT_LENGTH: 200, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  101 ",,2017-04-05 15:45:32,2015-12-10 06:10:15,18316923,3700018446,18316923,202,2106,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2984434/SRR2984434,SRX1473336,Sample_DschA_0_sorbitol_II,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP067205,PRJNA305564,305564,SRS1199271,SAMN04328841,451804,Aspergillus fumigatus A1163,DschA_0_II,LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI,SRA315994,66493C622E9007D9329DF1B62BC0E46C,C9C3D6B58DB0421C71B00EDC74B75DFE,451804 Aspergillus fumigatus A1163,https://pubmed.ncbi.nlm.nih.gov/nan,['PMC5207228'],https://www.ncbi.nlm.nih.gov/pmc/PMC5207228
SRR2984432,Microbe sample from Aspergillus fumigatus DschA_0_I,Aspergillus Fumigatus DeltaSchA grown on Sorbitol1 for 0h - First Biological Replicate,SRR2984432,,"The serine-threonine kinase TOR, the Target of Rapamycin, is an important regulator of nutrient, energy, and stress signaling in eukaryotes. Sch9, a Ser/Thr kinase of AGC family (the cAMP-dependent PKA, cGMP- dependent protein kinase G and phospholipid-dependent protein kinase C family), is a substrate of TOR. Here, we characterized the Aspergillus fumigatus Sch9 homologue (SchA). The ?schA null mutant was sensitive to rapamycin, high concentrations of calcium, hyperosmotic stress, and was involved in iron metabolism. Transcriptomics and proteomics identified direct and indirect targets of SchA post exposure to hyperosmotic stress. The ?schA null mutant showed increased phosphorylation of SakA, the A. fumigatus Hog1 homologue. SchA::GFP localized in the mitochondria during non-stressing conditions, and upon osmotic or iron stresses it remained in the mitochondria, but these treatments induce a fission process in the mitochondrial morphology. Finally, ?schA was avirulent in a low dose murine infection model. Our results suggest a complex net of interactions among the SakA and TOR pathways occur via SchA.","A. fumigatus conidia (1x106 sp/mL) were inoculated into liquid YPD (1% yeast extract, 1% polypeptone, and 1% glucose) and cultured for 16 h prior to addition of 1/2 vol. 3 M sorbitol (Final concentration: 1 M). Mycelia were harvested, frozen in liquid nitrogen. For total RNA isolation, mycelia were ground in liquid nitrogen. Total RNA was extracted using Trizol (Invitrogen), treated with RNase-free DNase I (Fermentas) and purified using a RNAeasy Kit (Qiagen) according to manufacturer's instructions. The RNA from each treatment was quantified using a NanoDrop and Qubit fluorometer, and analyzed using an Agilent 2100 Bioanalyzer system to assess the integrity of the RNA. RNA Integrity Number (RIN) was calculated; RNA sample had a RIN = 9.0 - 9.5.  Illumina TruSeq Stranded mRNA Sample Preparation kit was used. Briefly, polyA containing mRNA molecules were selected using polyT oligo-attached magnetic beads. Fragmentation and library preparation was done using divalent cations and thermal fragmentation. First strand cDNA synthesis was performed using reverse transcriptase (Superscript II) and random primers. This was followed by second strand cDNA synthesis using DNA Polymerase I and RNase H and dUTP in place of dTTP. AMPure XP beads were used to separate the dscDNA from the second strand. At the end of this process, we had blunt-ended cDNA to which a single ‘A’ nucleotide was added at the 3’ end to prevent them from ligating to one another during the adapter ligation reaction. A corresponding single ‘T’ nucleotide on the 3’ end of the adapter provided a complementary overhang for ligating the adapter to the fragment. The products were then purified and enriched using a PCR to selectively enrich those DNA fragments that have adapter molecules on both ends and to amplify the amount of DNA in the library. The PCR was performed with a PCR Primer Cocktail from the Illumina kit that anneals to the ends of the adapters.","SPOT_LENGTH: 200, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  101 ",,2017-04-05 15:45:21,2015-12-10 06:12:47,27622649,5579775098,27622649,202,3293,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2984432/SRR2984432,SRX1473335,Sample_DschA_0_sorbitol_I,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP067205,PRJNA305564,305564,SRS1199270,SAMN04328840,451804,Aspergillus fumigatus A1163,DschA_0_I,LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI,SRA315994,FC7C4920A9B58B8F4EA98FCE38577F0D,A97B307CFEAC17B5F8F5CDDD011836D0,451804 Aspergillus fumigatus A1163,https://pubmed.ncbi.nlm.nih.gov/nan,['PMC5207228'],https://www.ncbi.nlm.nih.gov/pmc/PMC5207228
SRR3095795,Transcriptome analysis of the cpcB deletion mutant,Transcriptome analysis of the cpcB deletion mutant,SRR3095795,,The mRNA fold changes of drug response related genes in the ?cpcB mutant compared with parental wild-type strain,"The parental A. fumigatus A1160 strain was purchased from FGSC (Fungal Genetics Stock Center, School of Biological Sciences, University of Missouri, Kansas City). The cpcB mutant derived from A1160 by replacing the complete AfcpcB open reading frame (ORF) with the pyr4 selectable marker was designated cpcB deletion mutant","SPOT_LENGTH: 250, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  126 ",,2016-01-15 00:00:00,2016-01-12 01:38:40,26894179,6723544750,26894179,250,2527,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3095795/SRR3095795,SRX1526129,AspGD,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP068264,PRJNA308356,308356,SRS1244036,SAMN04394615,746128,Aspergillus fumigatus,CpcB,"COLLEGE OF LIFE SCIENCES, NANJING NORMAL UNIVERSIT",SRA332630,03FD442A9826BD37B0C46F41C209F47A,4EE6C660CE98B57A66FF9EBB00FA2396,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3095794,Transcriptome analysis of the parental A. fumigatus A1160 strain,Transcriptome analysis of the parental A. fumigatus A1160 strain,SRR3095794,,The mRNA fold changes of drug response related genes in the ?cpcB mutant compared with parental wild-type strain,"The parental A. fumigatus A1160 strain was purchased from FGSC (Fungal Genetics Stock Center, School of Biological Sciences, University of Missouri, Kansas City). The cpcB mutant derived from A1160 by replacing the complete AfcpcB open reading frame (ORF) with the pyr4 selectable marker was designated cpcB deletion mutant","SPOT_LENGTH: 250, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  126 ",,2016-01-15 00:00:00,2016-01-12 01:41:39,27350543,6837635750,27350543,250,2568,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3095794/SRR3095794,SRX1526128,AspGD,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP068264,PRJNA308356,308356,SRS1244035,SAMN04394614,746128,Aspergillus fumigatus,WT,"COLLEGE OF LIFE SCIENCES, NANJING NORMAL UNIVERSIT",SRA332630,08E7F01829D8F5AE6065C8E85F2EB6E8,757C728E2E488069F5547012A19C027F,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3098040,Transcriptome analysis of the parental A. fumigatus A1160 strain and the cpcB deletion mutant,Transcriptome analysis of the parental A. fumigatus A1160 strain and the cpcB deletion mutant,SRR3098040,,"The parental A. fumigatus A1160 strain was purchased from FGSC (Fungal Genetics Stock Center, School of Biological Sciences, University of Missouri, Kansas City). The AfcpcB mutant derived from A1160 by replacing the complete AfcpcB open reading frame (ORF) with the pyr4 selectable marker was designated AfcpcB deletion mutant. Transcriptome analysis was used to show the mRNA expression in the parental A. fumigatus A1160 strain and the AfcpcB deletion mutant, respectively.",,"SPOT_LENGTH: 250, Read_Index: 0  1 , Read_TYPE:  Forward  Reverse , BASE_COORD:  1  126 ",,2016-01-14 00:00:00,2016-01-12 15:17:35,26894179,6723544750,26894179,250,2527,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3098040/SRR3098040,SRX1528066,,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP068334,PRJNA308518,308518,SRS1245791,SAMN04396635,746128,Aspergillus fumigatus,AfcpcB deletion mutant,"COLLEGE OF LIFE SCIENCES, NANJING NORMAL UNIVERSIT",SRA333011,03FD442A9826BD37B0C46F41C209F47A,4EE6C660CE98B57A66FF9EBB00FA2396,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233152,mRNA sequncing of SusItz4_4hr1,mRNA sequncing of SusItz4_4hr1,SRR3233152,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:51:09,12867595,2599254190,12867595,202,1705,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233152/SRR3233152,SRX1638858,SusItz4_4hr1,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345332,SAMN04499109,746128,Aspergillus fumigatus,SusItz4_4hr1,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,A6E5CFD44801D80C44D3B8B91FF6A8A3,159146DDE8B09BFB5363AC57DF7D4FEE,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233150,mRNA sequncing of SusItz4_1hr3?,mRNA sequncing of SusItz4_1hr3?,SRR3233150,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:46:42,12019691,2427977582,12019691,202,1593,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233150/SRR3233150,SRX1638857,SusItz4_1hr3,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345331,SAMN04499108,746128,Aspergillus fumigatus,SusItz4_1hr3,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,251079FDC9502AE8CE473B068E3A3B13,8C584729FF1FC955D65753766D9F5000,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233149,mRNA sequncing of SusItz4_1hr2?,mRNA sequncing of SusItz4_1hr2?,SRR3233149,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:44:23,12592645,2543714290,12592645,202,1672,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233149/SRR3233149,SRX1638856,SusItz4_1hr2,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345327,SAMN04499107,746128,Aspergillus fumigatus,SusItz4_1hr2,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,72E0065E5E92E8958318AF8082F785B0,718314CBC892A753E4C0F2216545A783,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233148,mRNA sequncing of SusItz4_1hr1?,mRNA sequncing of SusItz4_1hr1?,SRR3233148,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:45:09,12493302,2523647004,12493302,202,1672,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233148/SRR3233148,SRX1638855,SusItz4_1hr1?,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345328,SAMN04499106,746128,Aspergillus fumigatus,SusItz4_1hr1?,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,7C0CAED04AB1F609CD230710B9733422,D23DB775B6C6531C42CCF6E185DFF84B,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233147,mRNA sequncing of SusCtrl_4hr3,mRNA sequncing of SusCtrl_4hr3,SRR3233147,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:45:19,12143918,2453071436,12143918,202,1606,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233147/SRR3233147,SRX1638854,SusCtrl_4hr3,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345329,SAMN04499105,746128,Aspergillus fumigatus,SusCtrl_4hr3,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,1716DF2668D4198960951F895A3525DA,87F7DFEFE8A70A16E24E151D7BD7DE82,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233146,mRNA sequncing of SusCtrl_4hr2,mRNA sequncing of SusCtrl_4hr2,SRR3233146,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:44:11,14240567,2876594534,14240567,202,1908,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233146/SRR3233146,SRX1638853,SusCtrl_4hr2,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345330,SAMN04499104,746128,Aspergillus fumigatus,SusCtrl_4hr2,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,AE9CD31F42E4DF3C7C349518A2C00C89,05D43B28F0986F1CB91AF6AAB372A93E,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233145,mRNA sequncing of ResItz4_4hr3,mRNA sequncing of ResItz4_4hr3,SRR3233145,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:48:42,14117741,2851783682,14117741,202,1734,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233145/SRR3233145,SRX1638852,ResItz4_4hr3,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345321,SAMN04499135,746128,Aspergillus fumigatus,ResItz4_4hr3,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,BC3A45F1385C60515632D9B11A4F113D,8FC27F0804957C2AA991673766CCA0F1,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233144,mRNA sequncing of ResItz4_4hr2,mRNA sequncing of ResItz4_4hr2,SRR3233144,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:47:47,14938092,3017494584,14938092,202,1506,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233144/SRR3233144,SRX1638851,ResItz4_4hr2,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345322,SAMN04499134,746128,Aspergillus fumigatus,ResItz4_4hr2,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,5015D7D40B75EB42BA98C9C138A6B448,04422DC567469CF24AE929DDB24AA3B6,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233143,mRNA sequncing of ResItz4_4hr1,mRNA sequncing of ResItz4_4hr1,SRR3233143,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:46:31,15992183,3230420966,15992183,202,1621,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233143/SRR3233143,SRX1638850,ResItz4_4hr1,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345323,SAMN04499133,746128,Aspergillus fumigatus,ResItz4_4hr1,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,378C0DCCDFA7BB11D55E18A2AEF1ABE1,DFD8ACFE9982184042081319DF2E8EBB,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
SRR3233142,mRNA sequncing of ResItz4_1hr3,mRNA sequncing of ResItz4_1hr3,SRR3233142,,Aspergillus fumigatus exposed to triazole fungicides,TruSeq mRNA Sample Prep,,,2016-03-25 00:00:00,2016-03-16 16:45:10,13305961,2687804122,13305961,202,1352,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR3233142/SRR3233142,SRX1638849,ResItz4_1hr3,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP071880,PRJNA312558,312558,SRS1345324,SAMN04499132,746128,Aspergillus fumigatus,ResItz4_1hr3,SEOUL NATIONAL UNIVERSITY GRADUATE SCHOOL OF PUBLIC HEALTH,SRA385960,BDAF5EAE856E835729246DDA5BF021EE,32E2C2A5763C18324A901FC3D4600ACC,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/nan,[],
